Name,"Case Number",City,State,"Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Roger Baldwin Foundation of ACLU, Inc.",13-RC-284059,Chicago,IL,10/06/2021,"Region 13, Chicago, Illinois",Open,,,,25,,"Included positions:
Administrative Assistant,
Advocacy Administrative Manager, Annual Fund and Engagement Manager, Communications and Marketing Manager, Deputy Communications Director (vacant), Director of Criminal Justice Policy, Director of Institutional Giving, Director of Leadership  Gifts and Engagement Officer, Director of Systems Reform Policy, Finance Associate, Legal Assistant, Legal Fellow, Legal Manager, Office Manager, Philanthropy and Engagement Associate, Philanthropy and engagement Special Assistant (vacant), Policy and Advocacy Strategist, Staff Attorney

Excluded positions: Associate Director, Deputy Legal Director (vacant), Director of Advocacy and Intergovernmental Affairs, Director of Communications and Public Policy, Director of Finance, Director of LGBTQ & HIV Project, Director of Philanthropy and Engagement, Director of the Corrections Reform Project, Director of the Institutional Reform Project, Director of Women's and Reproductive Rights Project, Executive Administrator, Executive Director, Human Resources Manager (vacant), Legal Director, Senior Supervising Attorney

"
"Davis Defense Group, LLC",10-CA-284049,"North Charleston",SC,10/06/2021,"Region 10, Atlanta, Georgia",Open,,,,10,,
"International Lonsghoremen's Association, Local 1402",12-CB-284105,Tampa,FL,10/06/2021,"Region 12, Tampa, Florida",Open,,,,10,,
"Laborers Local 773 (First Student)",14-CB-284091,"Saint Louis",MO,10/06/2021,"Region 14, Saint Louis, Missouri",Open,,,,160,,
"SBH Health System",02-CA-284156,Bronx,NY,10/06/2021,"Region 02, New York, New York",Open,,,,1100,,
"Relentless Pursuit Enterprises, Inc., d/b/a Lexus San Diego",21-CA-284175,"San Diego",CA,10/06/2021,"Region 21, Los Angeles, California",Open,,,,23,,
"Whitney Museum of American Art",02-CA-284076,"New York",NY,10/06/2021,"Region 02, New York, New York",Open,,,,150,,
"HNS Management Company d/b/a CT Transit",01-RC-284055,Hartford,CT,10/06/2021,"Region 01, Boston, Massachusetts",Open,,,,14,,"Included
All full-time and regular part-time employees in the Planning & Scheduling Departments employed by
the Employer at its Hartford, CT facility. 
Excluded:
All fare inspectors, all other employees, guards, managers, and supervisors as defined in the Act."
"Baxter Farms & Nurseries",14-CA-284057,"Creve Coeur",MO,10/06/2021,"Region 14, Saint Louis, Missouri",Open,,,,35,,
"Double Image Companies, Inc",14-CA-284075,Wentzville,MO,10/06/2021,"Region 14, Saint Louis, Missouri",Open,,,,10,,
QBS,02-CA-284176,"New York",NY,10/06/2021,"Region 02, New York, New York",Open,,,,100,,
"United States Postal Service",27-CA-284137,Denver,CO,10/06/2021,"Region 27, Denver, Colorado",Open,,,,10,,
"United States Postal Service",10-CA-283956,Fayetteville,NC,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,1,,
"Roseland Community Hospital",13-CA-283953,Chicago,IL,10/05/2021,"Region 13, Chicago, Illinois",Open,,,,362,,
"Temescal Wellness of Massachusetts, LLC",01-RC-283975,Framingham,MA,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,9,,"Included:  All full-time and regular part-time employees at the Framingham dispensary.  Excluded:  supervisors, managers, confidential employees, and guards as defined in the Act."
"Ceres Marine Terminals",10-CA-283983,Savannah,GA,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,500,,
"Bradley Technologies Incorporated d/b/a BTI Security",05-RC-283960,Washington,DC,10/05/2021,"Region 05, Baltimore, Maryland",Open,,,,25,,"Included:  All Full & Part Time Guards at the facility.

Excluded:  Office clericals, professional employees, managers & supervisors as defined by the Act."
"ISS Action",16-CA-284102,Harlingen,TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,10,,
"United Rentals",19-CA-284110,Tukwila,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,17,,
"Veolia Water Milwaukee, LLC",18-CA-283970,Milwaukee,WI,10/05/2021,"Region 18, Minneapolis, Minnesota",Open,,,,225,,
"Penn Aluminum International, LLC and Marmon Holdings, Inc. A Single Employer",14-CA-284010,Murphysboro,IL,10/05/2021,"Region 14, Saint Louis, Missouri",Open,,,,175,,
"Providence Regional Medical Center Everett",19-RC-284006,Everett,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,11,,"Included: The Petitioner seeks to add through an Armour-Globe self-determination election all Emergency Department Crisis Counselors (EDCCs) employed by the employer at 1700 13th Street, Everett, WA 98201, to the existing Professional bargaining unit. Excluded: Excluding all guards, supervisors, managers, and confidential employees as defined by the Act."
"Essex, Furukawa",25-CA-284030,"Fort Wayne",IN,10/05/2021,"Region 25, Indianapolis, Indiana",Open,,,,89,,
"Cherokee Freight Lines Stockton, LLC",32-RC-284098,Stockton,CA,10/05/2021,"Region 32, Oakland, California",Open,,,,31,,"Included:  All mechanics and wash rack or tank wash employees

Excluded:  All other employees, guards and supervisors"
"Sutter Delta Medical Center",32-CA-284236,Antioch,CA,10/05/2021,"Region 32, Oakland, California",Open,,,,1,,
"NW Natural Water of Oregon, LLC",19-RC-284046,Sunriver,OR,10/05/2021,"Region 19, Seattle, Washington",Open,,,,13,,"Included: Utility Operator, Utility Mechanic, Utility Supervisor and Environmental Lead Excluded: All guards and supervisors as defined by the Act."
"Bellingham Cold Storage",19-CA-284082,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"Basin Electric Power Cooperative",27-CA-284001,Gillette,WY,10/05/2021,"Region 27, Denver, Colorado",Open,,,,80,,
"New Haven Ecology Project, Inc. d/b/a Common Ground",01-RC-283931,"New Haven",CT,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,75,,"Included: All full time and regular part time professional and non-professional employees.
Excluded: Guards and supervisors as defined in the Act."
"United Automobile, Aerospace and Agricultural Implement Workers of America, Local 276 (Caravan Facilities Management)",16-CB-284033,Arlington,TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,100,,
"Bellingham Cold Storage",19-CA-284080,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"G4S Security Services",12-CA-284074,"Florida City",FL,10/05/2021,"Region 12, Tampa, Florida",Open,,,,1,,
"Bellingham Cold Storage",19-CA-284086,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"Independent Union of Concrete Handlers, Drivers and Operators (Jack B. Parsons Ready Mix)",27-CB-284130,"Salt Lake City",UT,10/05/2021,"Region 27, Denver, Colorado",Open,,,,260,,
"GARDA CL ATLANTIC, INC.",22-RC-283997,Edison,NJ,10/05/2021,"Region 22, Newark, New Jersey",Open,,,,70,,"Included:  All full-time and regular part-time guards and driver/messengers.

Excluded:  All office clerical employees, cash vault employees, professional employees & Supervisors"
"Fideicomiso Olímpico de Puerto Rico y/o Albergue Olímpico",12-RC-283998,Salinas,PR,10/05/2021,"Region 12, Tampa, Florida",Open,,,6,9,"Programa De Solidaridad-Utier Inc. (ProSol-UTIER)","Included 
All part-time and full-time clerical/office employees employed by the Employer at its Salina, PR facility. 
				
Excluded: All other employees including service and maintance employees, executive,professional,confidential Employees, guards and supervisors as defined by the Act.
"
"Industrial Technical Professional Employees Union (DFW Security Protective Force)",16-CB-284043,"Fort Worth",TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,400,,
"Safeway, Inc.",19-RC-284052,Portland,OR,10/05/2021,"Region 19, Seattle, Washington",Open,,,,3,,"Included: All pharmacy clerk and tech employees in Armour-Globe election into grocery contract. Excluded: All pharmacists and supervisors as defined by the Act."
"Veolia Water Milwaukee, LLC",18-CA-283969,Milwaukee,WI,10/05/2021,"Region 18, Minneapolis, Minnesota",Open,,,,225,,
"The Cider Press Cafe at St. Petersburg, LLC",12-CA-284101,"St. Petersburg",FL,10/05/2021,"Region 12, Tampa, Florida",Open,,,,1,,
"Asplundh Tree Expert, L.L.C.",14-RC-284000,Neosho,MO,10/05/2021,"Region 14, Saint Louis, Missouri",Open,,,,12,,"Included: All regular and part-time employees working in the classifications of Foreperson, Trimmer, Trainee, and Groundperson Excluded: Supervisors"
"Essex, Furukawa",25-CA-284029,"Fort Wayne",IN,10/05/2021,"Region 25, Indianapolis, Indiana",Open,,,,89,,
"Rokt Corp.",02-CA-284071,Manhattan,NY,10/05/2021,"Region 02, New York, New York",Open,,,,150,,
"Safeway, Inc.",19-RC-284053,"Grants Pass",OR,10/05/2021,"Region 19, Seattle, Washington",Open,,,,3,,"Included: All pharmacy clerk and tech employees in Armour-Globe election into grocery contract. Excluded: All pharmacists and supervisors as defined by the Act."
Lumen,10-CA-283957,"Wake Forest",NC,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,10,,
"Ironworkers Local 11 (GMAC Construction)",22-CB-283961,Bloomfield,NJ,10/05/2021,"Region 22, Newark, New Jersey",Open,,,,5,,
"Safeway, Inc.",19-RC-284054,Boring,OR,10/05/2021,"Region 19, Seattle, Washington",Open,,,,3,,"Included: All pharmacy clerk and tech employees in Armour-Globe election into grocery contract. Excluded: All pharmacists and supervisors as defined by the Act."
"United States Postal Service",05-CA-284173,"Capitol Heights",MD,10/05/2021,"Region 05, Baltimore, Maryland",Open,,,,200,,
"United States Postal Service",10-CA-283952,Greenville,SC,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,45,,
"RBS Design Group, PSC",25-CA-284139,Owensboro,KY,10/05/2021,"Region 25, Indianapolis, Indiana",Open,,,,10,,
"United Government Security Officers of America International Union (KR Contracting)",05-CB-284152,Springfield,VA,10/05/2021,"Region 05, Baltimore, Maryland",Open,,,,50,,
"BROWN UNIVERSITY",01-CA-283991,Providence,RI,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,976,,
"Bellingham Cold Storage",19-CA-284085,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"American Postal Workers Union (United States Postal Service)",15-CB-284037,"Little Rock",AR,10/05/2021,"Region 15, New Orleans, Louisiana",Open,,,,,,
"Frontier Communications",21-CA-284087,"Palm Springs",CA,10/05/2021,"Region 21, Los Angeles, California",Open,,,,100,,
"Communication Workers of America, Local 1118 (Verizon)",03-CB-283963,Albany,NY,10/05/2021,"Region 03, Buffalo, New York",Open,,,,35,,
"EXXONMOBIL CORPORATION, BEAUMONT REFINERY",16-RD-283976,Beaumont,TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,584,,"Included: Employees of the Company in the Process Division, Mechanical Division and Magpetco(including hourly paid subforemen, leaderman, all clerks, typists, and messengers)  atits Beaumont Refinery, Texas.

Excluded: officials, supervisors, foremen with the right to hire and discharge, all subforeman A in the Machine Shop, plant protection employees, civil, chemical, mechanical and electrical engineers professional personnel, confidential employees, employees in the I.B.E.W of the AFL-CIO unit and casual temporary employees,"
"The Caring Community of Connecticut, Inc.",01-CA-284028,Colchester,CT,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,200,,
"IUOE Stationary Engineers, Local 39 (Kaiser Foundation Hospitals)",20-CB-284116,"Redwood City",CA,10/05/2021,"Region 20, San Francisco, California",Open,,,,10000,,
"Desert Springs Hospital Medical Center",28-CA-284088,"Las Vegas",NV,10/05/2021,"Region 28, Phoenix, Arizona",Open,,,,418,,
"Cooperativa de Ahorro y Credito Asociaciones Parroquiales de Villalba (PARROCOOP)",12-CA-284040,Villalba,PR,10/05/2021,"Region 12, Tampa, Florida",Open,,,,20,,
"Mid-Pacific Institute (MPI)",20-CA-284019,Honolulu,HI,10/05/2021,"Region 20, San Francisco, California",Open,,,,10,,
"Port of America/Marine Terminals Corp",10-CA-283990,Savannah,GA,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,500,,
"AT&T Mobility Services",12-CA-284096,"Daytona Beach",FL,10/05/2021,"Region 12, Tampa, Florida",Open,,,,10,,
"Bellingham Cold Storage",19-CA-284079,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"F M Kuzmeskus",03-CA-283934,"Brattleboro (CDP)",VT,10/05/2021,"Region 03, Buffalo, New York",Open,,,,38,,
"International Longshoremen's Association, Local 1414 (SSA Cooper LLC)",10-CB-283948,Savannah,GA,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,100,,
"Safer Air, Inc. d/b/a Ductz of South Jersey",04-CA-283973,"Cherry Hill",NJ,10/05/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,2,,
"NEW YORK HOTEL AND MOTEL TRADE COUNCIL, AFL-CIO-OPEIU",02-CB-284077,Manhattan,NY,10/05/2021,"Region 02, New York, New York",Open,,,,1,,
"Boardwalk 1000, LLC d/b/a Hard Rock Hotel and Casino Atlantic City",04-CA-283972,"Cherry Hill",NJ,10/05/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,3000,,
"BROWN UNIVERSITY",01-CA-283965,Providence,RI,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,976,,
"SSA Cooper LLC",10-CA-283974,Savannah,GA,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,500,,
"Boutchantharaj Corporation d/b/a DFW Security Protective Force",16-CA-284051,"Fort Worth",TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,25,,
"Lagos General Contractors, Inc.",13-CA-284126,Chicago,IL,10/05/2021,"Region 13, Chicago, Illinois",Open,,,,5,,
"DFW Security Protective Force",16-CA-284004,"Fort Worth",TX,10/05/2021,"Region 16, Fort Worth, Texas",Open,,,,400,,
"Essex, Furukawa",25-CA-284034,"Fort Wayne",IN,10/05/2021,"Region 25, Indianapolis, Indiana",Open,,,,89,,
"Sysco Western Minnesota",18-CA-283989,"Saint Cloud",MN,10/05/2021,"Region 18, Minneapolis, Minnesota",Open,,,,38,,
"Bellingham Cold Storage",19-CA-284084,Bellingham,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,97,,
"Kaiser Permanente Northwest",19-CA-284062,Portland,OR,10/05/2021,"Region 19, Seattle, Washington",Open,,,,4000,,
"Durham School Services",19-CA-284111,Everett,WA,10/05/2021,"Region 19, Seattle, Washington",Open,,,,132,,
"United States Postal Service",10-CA-283954,Greenville,SC,10/05/2021,"Region 10, Atlanta, Georgia",Open,,,,45,,
"Simsbury Volunteer Ambulance Association",01-CA-284044,Simsbury,CT,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,20,,
"BROWN UNIVERSITY",01-CA-283984,Providence,RI,10/05/2021,"Region 01, Boston, Massachusetts",Open,,,,976,,
"Temple University Hospital",04-CA-284058,Philadelphia,PA,10/05/2021,"Region 04, Philadelphia, Pennsylvania",Open,,,,2500,,
"Stericycle, Inc.",08-CA-284112,Warren,OH,10/05/2021,"Region 08, Cleveland, Ohio",Open,,,,49,,
"Keolis Transit America",32-CA-284172,Reno,NV,10/05/2021,"Region 32, Oakland, California",Open,,,,150,,
"Blackbelt Enterprises LLC d/b/a Scannavino Trucking",32-RC-284066,Stockton,CA,10/05/2021,"Region 32, Oakland, California",Open,,,,22,,"Included:  All truck drivers employed by Al Scannavino Trucking, Inc.

Excluded:  All other employees, guards and supervisors"
"Hello Fresh",22-CA-284026,Totowa,NJ,10/05/2021,"Region 22, Newark, New Jersey",Open,,,,110,,
"Sysco Minnesota",18-CA-283996,"Mounds View",MN,10/05/2021,"Region 18, Minneapolis, Minnesota",Open,,,,225,,
"Garden Fresh Gourmet, LLC",07-RC-284045,Ferndale,MI,10/05/2021,"Region 07, Detroit, Michigan",Open,,,,115,,"Included: All Full Time and Regular Part Time General Laborers, Mixers, Team Leads, Runners, Sanitation Workers, Tomato Dampers, Production Workers, Machine Operators, Spicers, Warehouse Workers, Production Workers, Hi Lo Drivers, HPP, and Quality Control. 

Excluded: Managers, Maintenance, Office Clerical Employees, Guards and Supervisor as defined by the act."
"Fred Meyer, Inc.",19-CA-283921,Portland,OR,10/04/2021,"Region 19, Seattle, Washington",Open,,,,7000,,
"CentralSquare Technologies LLC",05-CA-283907,Hampton,VA,10/04/2021,"Region 05, Baltimore, Maryland",Open,,,,1200,,
"ELECTRONIC SYSTEMS CONSULTANTS LLC",09-CA-283925,Columbus,OH,10/04/2021,"Region 09, Cincinnati, Ohio",Open,,,,20,,
"Duke Energy Indiana",25-CA-284025,Plainfield,IN,10/04/2021,"Region 25, Indianapolis, Indiana",Open,,,,1200,,
"Earth Treks Columbia Climbing Center LLC",05-RC-283860,Arlington,VA,10/04/2021,"Region 05, Baltimore, Maryland",Open,,,,57,,"Included: all regular full time and regular part time Excluded: supervisors as defined by the Act"
"Teamsters Local 878 (United Parcel Service)",15-CB-283909,"Little Rock",AR,10/04/2021,"Region 15, New Orleans, Louisiana",Open,,,,300,,
"Sunshine Cleaning & Restoration",28-CA-284007,"Fountain Hills",AZ,10/04/2021,"Region 28, Phoenix, Arizona",Open,,,,1,,
"Anaheim Terrace Care Center",21-CA-283979,Anaheim,CA,10/04/2021,"Region 21, Los Angeles, California",Open,,,,70,,
"1199 SEIU (Mid Hudson Regional Hospital)",03-CB-283846,"Poughkeepsie (Town)",NY,10/04/2021,"Region 03, Buffalo, New York",Open,,,,10,,
"EMCOR Government Services, Inc.",05-RC-283887,Chantilly,VA,10/04/2021,"Region 05, Baltimore, Maryland",Open,,,,5,,"Included: All fulltime and regular Part-time employees, employed by the employer in the Administrative and Logistics unit at the Dulles Discovery Center in Chantilly , VA. Excluded: All Professional employees, all managerial employees, all guards and supervisors as defined by the act."
"United States Postal Service",13-CA-283941,Chicago,IL,10/04/2021,"Region 13, Chicago, Illinois",Open,,,,800,,
"Michigan Education Special Services Association (MESSA)",07-RD-283940,"East Lansing",MI,10/04/2021,"Region 07, Detroit, Michigan",Open,,,,214,,"Included: See Article 1 ad Appendix A of Collective Bargaining Agreement, which is attached.

Excluded: See Article 1 of Collective Bargaining Agreement, which is attached."
"United States Postal Service",10-CA-283864,Hartsville,SC,10/04/2021,"Region 10, Atlanta, Georgia",Open,,,,30,,
"Solitude Mountain Resort",27-CA-283888,Brighton,UT,10/04/2021,"Region 27, Denver, Colorado",Open,,,,300,,
"Comprehensive Health Services, LLC (Trail House)",28-RC-283964,"El Paso",TX,10/04/2021,"Region 28, Phoenix, Arizona",Open,,,,22,,"Included: All hourly full-time Chaperone employees Excluded: All supervisors and leads as defined by the Act."
"UNITED PARCEL SERVICE, INC.",09-CA-284014,Prestonsburg,KY,10/04/2021,"Region 09, Cincinnati, Ohio",Open,,,,40,,
"Siesta House, LLC (Ventura Recovery Center)",31-CA-284070,"Thousand Oaks",CA,10/04/2021,"Region 31, Los Angeles, California",Open,,,,30,,
"Amalgamated Local 298, AFL-CIO (Severoli Foods)",29-CB-284089,"Garden City",NY,10/04/2021,"Region 29, Brooklyn, New York",Open,,,,300,,
