OID|INV_TYPE|NAME|AMOUNT|RPT_ID
379110|701|ISHARES CORE US AGGRGT|1405873|782995
379111|701|ISHARES S&P 500 GROWTH|1147679|782995
379112|701|ISHARES S&P 500 VALUE|1073343|782995
379113|701|BLACKROCK STRATEGIC INCO|684342|782995
379107|703|Marketable Securities Total Cost|10228504|782995
379116|701|ISHARES IBONDS DEC 2027|590556|782995
379117|701|ISHARES IBONDS DEC 2028|592941|782995
379118|701|ISHR IBND DEC 2025 TRM|593834|782995
379119|701|ISHRS IBNDS DEC 2026 TRM|589784|782995
379120|705|Other Investments Total Cost|118739|782995
379121|706|Other Investments Total Book Value|258147|782995
379122|702|UNION BANK AND TRUST|227000|782995
379123|702|DULUTH LABOR TEMPLE|30525|782995
379115|701|ISHARES IBONDS DEC 2024|618508|782995
377314|703|Marketable Securities Total Cost|6959169|782249
377315|704|Marketable Securities Total BookValue|8266057|782249
377316|701|Baird Core Plus Bond Institutional|2372777|782249
377317|701|Ishares IBOXX Investment Grade Bond|2399057|782249
377318|701|SPDR Gold Trust|762892|782249
377319|701|Vanguard Mid Cap|510372|782249
377320|701|Vanguard S&P 500 Index|1256567|782249
377321|705|Other Investments Total Cost||782249
377322|706|Other Investments Total Book Value||782249
379615|703|Marketable Securities Total Cost||784415
379616|704|Marketable Securities Total BookValue||784415
379617|705|Other Investments Total Cost|10772|784415
379618|706|Other Investments Total Book Value|10772|784415
379619|702|Baxter International|5550|784415
379620|702|Southern Company|5222|784415
378590|703|Marketable Securities Total Cost||782798
378591|704|Marketable Securities Total BookValue||782798
378592|705|Other Investments Total Cost||782798
378593|706|Other Investments Total Book Value||782798
376571|703|Marketable Securities Total Cost|0|781949
376572|704|Marketable Securities Total BookValue|0|781949
376573|701|NONE|0|781949
376574|705|Other Investments Total Cost|0|781949
376575|706|Other Investments Total Book Value|0|781949
376576|702|NONE|0|781949
377093|703|Marketable Securities Total Cost|123715|782149
377094|704|Marketable Securities Total BookValue|140074|782149
377095|701|MFS Conservative Allocation Fund|140074|782149
377096|705|Other Investments Total Cost||782149
377097|706|Other Investments Total Book Value||782149
377069|703|Marketable Securities Total Cost|177345|782142
377070|704|Marketable Securities Total BookValue|179984|782142
377071|701|Federated Total Return Bond Fund|19937|782142
377072|701|Federated Ultra Short Fund|23794|782142
377073|701|Fidelity Conservative Income Bond|24372|782142
377074|701|Lord Abbett Short Duration Income Fund|21741|782142
377075|701|Pimco Global BD USD Hedge|14075|782142
377076|701|Pimco Income Fund - Ins |19130|782142
377077|701|Thornburg LTD Term Income Fund|24169|782142
377078|701|Western Asset Core Plus BD |32766|782142
377079|705|Other Investments Total Cost||782142
377080|706|Other Investments Total Book Value||782142
377907|703|Marketable Securities Total Cost|2467767|782529
377908|704|Marketable Securities Total BookValue|2467767|782529
377909|705|Other Investments Total Cost||782529
377910|706|Other Investments Total Book Value||782529
376151|703|Marketable Securities Total Cost|4509489|780709
376152|704|Marketable Securities Total BookValue|5090313|780709
376153|701|Vanguard Target Retirement|49640|780709
376154|701|Vanguard 500 Index Fund ADM|892696|780709
376155|701|Vanguard Total Bond MKT Index Fund ADM|4147976|780709
376156|705|Other Investments Total Cost||780709
376157|706|Other Investments Total Book Value||780709
375964|703|Marketable Securities Total Cost|0|780558
375965|704|Marketable Securities Total BookValue|0|780558
375966|701|N/A|0|780558
375967|705|Other Investments Total Cost|0|780558
375968|706|Other Investments Total Book Value|0|780558
375969|702|N/A|0|780558
375545|701|JPMMT 2005-S3-OF|1042|777694
375532|703|Marketable Securities Total Cost|1469962|777694
375546|701|MS BANK DEPOSIT PROGRAM-OF|135170|777694
375547|701|CERES CLASSIC LP CLASS A-OF|25767|777694
375548|701|TORONTO DOMINION BANK-OF|25020|777694
375549|701|TOUCHSTONE ULTRA SHORT DURATION-OF|186802|777694
375550|701|COLUMBIA STATE BANK CD-OF|209821|777694
375551|701|GESA CREDIT UNION CD-GF|220358|777694
375552|705|Other Investments Total Cost|0|777694
375553|706|Other Investments Total Book Value|0|777694
375533|704|Marketable Securities Total BookValue|1474629|777694
375534|701|MORGAN STANLEY TRUST BANK-GF|1696|777694
375535|701|RBC-MONEY MKT/CASH-GF|7366|777694
375536|701|FPA NEW INCOME-INC-FPNIX-GF|227571|777694
375537|701|VANGUARD ST BOND-VISX-GF|223805|777694
375538|701|RBC-MONEY MKT/CASH-DB|580|777694
375539|701|FPA NEW INCOME-INC-FPNIX-DB|13861|777694
375540|701|VANGUARD ST BOND-VISX-DB|14708|777694
375541|701|RBC-MONEY MKT/CASH-OF|2275|777694
375542|701|FPA NEW INCOME INC-FPNIX-OF|85638|777694
375543|701|VANGUARD ST BOND-VISX-OF|84201|777694
375544|701|IVY ASSET STRATEGY PORT C-OF|8947|777694
375323|703|Marketable Securities Total Cost|4045329|777409
375324|704|Marketable Securities Total BookValue|4045329|777409
375325|701|AMERICAN FUNDAMENTAL INVESTORS|421538|777409
375326|701|AMERICAN MUTUAL|414796|777409
375327|701|AMERICAN WASHINGTON MUTUAL|381187|777409
375328|701|BRIDGE BUILDER CORE BOND|830328|777409
375329|701|BRIDGE BUILDER CORE PLUS BOND|1090123|777409
375330|705|Other Investments Total Cost|0|777409
375331|706|Other Investments Total Book Value|0|777409
375332|702|NONE|0|777409
376248|703|Marketable Securities Total Cost|12114542|780756
376249|704|Marketable Securities Total BookValue|14149245|780756
376250|701|DODGE & COX INCOME FUND|5431866|780756
376251|701|JPMORGAN HIGH YIELD FUND|2035286|780756
376252|701|DODGE & COX STOCK FUND|1526320|780756
376253|701|T. ROWE PRICE BLUE CHIP GROWTH FUND|1447764|780756
376254|701|PIMCO STOCKS PLUS SMALL INSTITUTIONAL FUND|1102842|780756
376255|701|AMERICAN FUNDS EUROPACIFIC GROWTH FUND|907506|780756
376256|701|FIDELITY REAL ESTATE INDEX FUND|750540|780756
376257|705|Other Investments Total Cost|0|780756
376258|706|Other Investments Total Book Value|0|780756
378436|704|Marketable Securities Total BookValue|0|782694
378435|703|Marketable Securities Total Cost|0|782694
378437|705|Other Investments Total Cost|0|782694
378438|706|Other Investments Total Book Value|0|782694
379448|703|Marketable Securities Total Cost|1654235|783127
379449|704|Marketable Securities Total BookValue|1936660|783127
379450|701|IShares TR Core 1.5 YR USD|174232|783127
379451|701|IShares TR Broad USD High|135673|783127
379452|701|Vanguard Index Funds S&P ETF Shares|106250|783127
379453|705|Other Investments Total Cost||783127
379454|706|Other Investments Total Book Value||783127
376468|703|Marketable Securities Total Cost|693058|781886
376469|704|Marketable Securities Total BookValue|766947|781886
376470|701|FEDERATED INCOME TRUST FUND|67535|781886
376471|701|BLACKROCK LONG HORIZON|79369|781886
376472|701|INVESCO CHARTER FUND|113448|781886
376473|701|LORD ABBETT SHORT TERM DURATION|159738|781886
376474|701|LORD ABBETT BOND DENTURE|160983|781886
376475|701|PENNYMAC CORP - 5.5% DUE 11/1/2024|51000|781886
376476|705|Other Investments Total Cost|0|781886
376477|706|Other Investments Total Book Value|0|781886
376478|702|N/A|0|781886
379776|703|Marketable Securities Total Cost|0|785524
379777|704|Marketable Securities Total BookValue|0|785524
379778|705|Other Investments Total Cost||785524
379779|706|Other Investments Total Book Value|0|785524
377774|703|Marketable Securities Total Cost|2947261|782487
377775|704|Marketable Securities Total BookValue|2947261|782487
377776|701|AMERICAN FUNDS NEW WORLD FUND CL F2 (NFFFX)|147731|782487
377777|701|PIMCO ALL ASSET AUTHORITY FD CL 1 (PAULIX)|157126|782487
377778|705|Other Investments Total Cost|0|782487
377779|706|Other Investments Total Book Value|0|782487
378577|703|Marketable Securities Total Cost||782793
378578|704|Marketable Securities Total BookValue|2003027|782793
378579|701|FIDELITY INVESTMENTS|635411|782793
378580|701|MERRILL LYNCH|122672|782793
378581|701|AFL-CIO HOUSING INVESTMENT TRUST|310496|782793
378582|701|INVESCO INVESTMENTS|635898|782793
378583|701|EDWARD JONES|298550|782793
378584|705|Other Investments Total Cost||782793
378585|706|Other Investments Total Book Value||782793
377198|703|Marketable Securities Total Cost|521586|782196
377199|704|Marketable Securities Total BookValue|527091|782196
377200|701|Guggenheim Limited Duration Fund |527091|782196
377201|705|Other Investments Total Cost||782196
377202|706|Other Investments Total Book Value||782196
378279|703|Marketable Securities Total Cost||782626
378280|704|Marketable Securities Total BookValue||782626
378281|705|Other Investments Total Cost||782626
378282|706|Other Investments Total Book Value||782626
378974|703|Marketable Securities Total Cost|139032|782939
378975|704|Marketable Securities Total BookValue|139032|782939
378976|701|AFL-CIO HOUSING INVESTMENT TRUST MUTUAL FUND|139032|782939
378977|705|Other Investments Total Cost||782939
378978|706|Other Investments Total Book Value||782939
379764|703|Marketable Securities Total Cost|0|785510
379765|704|Marketable Securities Total BookValue|0|785510
379766|705|Other Investments Total Cost|0|785510
379767|706|Other Investments Total Book Value|0|785510
377118|703|Marketable Securities Total Cost||782156
377119|704|Marketable Securities Total BookValue||782156
377120|705|Other Investments Total Cost|249181|782156
377121|706|Other Investments Total Book Value|249181|782156
377122|702|36 Month Certificate of Deposit|249181|782156
378480|703|Marketable Securities Total Cost|255742|782725
378481|704|Marketable Securities Total BookValue|261220|782725
378482|701|ITOT|17481|782725
378483|701|IUSB|65793|782725
378484|701|AGG|106334|782725
378485|701|HYLB|13181|782725
378486|705|Other Investments Total Cost||782725
378487|706|Other Investments Total Book Value||782725
377523|703|Marketable Securities Total Cost||782309
377524|704|Marketable Securities Total BookValue||782309
377525|705|Other Investments Total Cost||782309
377526|706|Other Investments Total Book Value||782309
377979|703|Marketable Securities Total Cost|7335|782550
377980|704|Marketable Securities Total BookValue|7335|782550
377981|705|Other Investments Total Cost||782550
377982|706|Other Investments Total Book Value||782550
378496|703|Marketable Securities Total Cost|2914042|782746
378497|704|Marketable Securities Total BookValue|3925795|782746
378498|701|American Capital Income Builder F2|252129|782746
378499|701|American Capital World Growth and Income F2|394580|782746
378500|701|American Growth Fund of America Class F2|359915|782746
378501|701|American New Perspective F2|325391|782746
378502|701|American New World Fund F2|352894|782746
378503|701|Fidelity Advisor New Insights I|263745|782746
378504|701|First Eagle Global I|357949|782746
378505|701|T Rowe Price QM|200275|782746
378506|701|Vanguard High Dividend Yield ETF|232066|782746
378507|701|Vanguard Index FDS S&P 500 ETF|376992|782746
378508|701|Vanguard Mid-Cap ETF Index|257999|782746
378509|701|Vanguard Small Cap ETF|201175|782746
378510|705|Other Investments Total Cost|4000|782746
378511|706|Other Investments Total Book Value|4000|782746
378901|703|Marketable Securities Total Cost|629194|782899
378902|704|Marketable Securities Total BookValue|629194|782899
378903|701|BAYCOM CORP (COMMON STOCK)|64197|782899
378904|701|MORGAN STANLEY #114672 (COMMON STOCK)|338061|782899
378905|701|MORGAN STANLEY #114672 (MUTUAL FUNDS)|226936|782899
378906|705|Other Investments Total Cost||782899
378907|706|Other Investments Total Book Value||782899
376219|703|Marketable Securities Total Cost|22029145|780750
376220|704|Marketable Securities Total BookValue|31142145|780750
376221|701|UNION LABOR LIFE INSURANCE COMPANY|2089307|780750
376222|701|PARTNERS GROUP INVESTMENT|2925987|780750
376223|701|TA REALTY INVESTMENT|1394806|780750
376224|701|VANGUARD RUSSELL 1000 GROWTH|4109325|780750
376225|701|DODGE & COX STOCK FUND|3752667|780750
376226|701|NEUBERGER BERMAN US EQUITY INDEX PUTWRITE STRATEGY|1643469|780750
376227|701|TOUCHSTONE SMALL COMPANY FUND|2339195|780750
376228|701|VANGUARD MID CAP INDEX FUND|2557467|780750
376229|705|Other Investments Total Cost|485589|780750
376230|706|Other Investments Total Book Value|485589|780750
379835|703|Marketable Securities Total Cost||785606
379836|704|Marketable Securities Total BookValue||785606
379837|705|Other Investments Total Cost||785606
379838|706|Other Investments Total Book Value||785606
376300|703|Marketable Securities Total Cost||780813
376301|704|Marketable Securities Total BookValue|442306|780813
376302|701|MAINSTAY MACKAY CONVERTIBLE BOND CLASS A|192974|780813
376303|701|MAINSTAY MACKAY HIYIELD CORP CLASS A|80428|780813
376304|701|MAINSTAY BALANCED CLASS A|25590|780813
376305|701|MAINSTAY EPOCH US EQUITY CLASS A |84007|780813
376306|701|MAINSTAY MACKAY CONVERTIBLE BOND CLASS C|24388|780813
376307|705|Other Investments Total Cost||780813
376308|706|Other Investments Total Book Value|44538|780813
376309|702|BONDS - RICHLAND LABOR TEMPLE|44321|780813
376596|703|Marketable Securities Total Cost|1262171|781965
376597|704|Marketable Securities Total BookValue|1287000|781965
376598|701|Blackrock Strategic Income   BSIIX|117655|781965
376599|701|iShares Core US Aggregate   AGG|70281|781965
376600|701|iShares TR Core   IUSB|105454|781965
376601|701|iShares Trust Fallen Angels   FALN|119294|781965
376602|701|Spdr Portfolio Long Term   SPTI|162403|781965
376603|701|Vanguard Scottsdale   VTC|142979|781965
376604|705|Other Investments Total Cost||781965
376605|706|Other Investments Total Book Value||781965
379429|703|Marketable Securities Total Cost||783116
379430|704|Marketable Securities Total BookValue||783116
379431|705|Other Investments Total Cost||783116
379432|706|Other Investments Total Book Value||783116
377624|703|Marketable Securities Total Cost|664172|782373
377625|704|Marketable Securities Total BookValue|700806|782373
377626|701|Orange Cnty Wastewater REV-A 5.56% 02/01/2036|137460|782373
377627|701|MSILF Government PTF INST|563346|782373
377628|705|Other Investments Total Cost||782373
377629|706|Other Investments Total Book Value||782373
