OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
763263|1201|SAG-AFTRA MAGAZINE|2021-04-05|15000|2815630|773773
763264|1201|SAG AWARDS|2020-11-30|6000|2815631|773773
763265|1201|REFUND|2020-07-31|57358|2815632|773773
763266|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|108817|2815633|773773
763267|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|62400|2815633|773773
763268|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|199315|2815634|773773
763269|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|48924|2815635|773773
763270|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|325898|2815636|773773
763271|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|132191|2815636|773773
763272|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|19036|2815637|773773
763273|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|161210|2815638|773773
763274|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|20194|2815639|773773
763275|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|58545|2815640|773773
763276|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|5438|2815641|773773
763277|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|47288|2815642|773773
763278|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|373858|2815643|773773
763279|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|8388|2815644|773773
763280|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|525165|2815645|773773
763281|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|6310|2815647|773773
763282|1201|REFUND|2020-07-28|31102|2815648|773773
763283|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|18388|2815649|773773
763284|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|9817|2815650|773773
763285|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|12096|2815651|773773
763286|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|13000|2815652|773773
763287|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|23936|2815653|773773
763288|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|15980|2815654|773773
763289|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|8158|2815655|773773
763290|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|11915|2815656|773773
763291|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|5601|2815656|773773
763292|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|436082|2815657|773773
763293|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|287956|2815657|773773
763294|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|8797|2815658|773773
763295|1201|PAYROLL TAX REFUND-CARES ACT|2020-09-30|5345|2815659|773773
763296|1201|PAYROLL TAX REFUND-CARES ACT|2020-07-13|160537|2815659|773773
763297|1201|PAYROLL TAX REFUND-CARES ACT|2021-04-30|19385|2815659|773773
763298|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|8870|2815660|773773
763299|1201|REIMBURSEMENT|2021-01-21|31733|2815661|773773
763300|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|7910|2815662|773773
763301|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|171098|2815663|773773
763302|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|166635|2815663|773773
763303|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|276722|2815664|773773
763304|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|24960|2815664|773773
763305|1201|SAG AWARDS|2021-02-28|5600|2815665|773773
763306|1201|SAG AWARDS|2021-04-30|8000|2815665|773773
763307|1201|SAG AWARDS|2021-03-03|39000|2815665|773773
763308|1201|SAG AWARDS|2021-04-14|49100|2815665|773773
763309|1201|SAG AWARDS|2021-03-03|76250|2815665|773773
763310|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|13596|2815667|773773
763311|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|75000|2815668|773773
763312|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|75000|2815669|773773
763313|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|170110|2815670|773773
763314|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|22990|2815671|773773
763315|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|21450|2815672|773773
763316|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|9210|2815672|773773
763317|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|153935|2815673|773773
763318|1201|REIMBURSEMENT|2020-12-07|115682|2815674|773773
763319|1201|SAG AWARDS|2020-08-03|176403|2815675|773773
763320|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|25143|2815676|773773
763321|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|7428|2815676|773773
763322|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|6200|2815677|773773
763323|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|9889|2815678|773773
763324|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|6526|2815679|773773
763325|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|7550|2815680|773773
763326|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|75000|2815681|773773
763327|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|22652|2815682|773773
763328|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|26375|2815683|773773
763329|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|28500|2815685|773773
763330|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|211230|2815686|773773
763331|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|136076|2815686|773773
763332|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|8460|2815687|773773
763333|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|32841|2815688|773773
763334|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|15193|2815689|773773
763335|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|20387|2815690|773773
763336|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|52238|2815691|773773
763337|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|31580|2815691|773773
763338|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|21628|2815691|773773
763339|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|18911|2815692|773773
763340|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|210464|2815693|773773
763341|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|13000|2815694|773773
763342|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|11862|2815695|773773
763343|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|11050|2815696|773773
763344|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|30470|2815697|773773
763345|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|154540|2815699|773773
763346|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|16685|2815700|773773
763347|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|203424|2815701|773773
763348|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|36686|2815702|773773
763349|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|174004|2815703|773773
763350|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|7615|2815704|773773
763351|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|5439|2815705|773773
763352|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|25000|2815706|773773
763353|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|22473|2815706|773773
763354|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|95833|2815707|773773
763355|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|5363|2815708|773773
763356|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|5006|2815710|773773
763357|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|70219|2815711|773773
763358|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|15815|2815712|773773
763359|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|13282|2815712|773773
763360|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|12240|2815713|773773
763361|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|10496|2815714|773773
763362|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|41461|2815715|773773
763363|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|20795|2815716|773773
763364|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|99029|2815717|773773
763365|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|55976|2815717|773773
763366|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|5950|2815719|773773
763367|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|11535|2815720|773773
763368|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|9564|2815721|773773
763369|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|392090|2815722|773773
763370|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|9005|2815723|773773
763371|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|12562|2815724|773773
763372|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|8225|2815725|773773
763373|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|94352|2815726|773773
763374|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|9347|2815727|773773
763375|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|272729|2815728|773773
763376|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|16800|2815729|773773
763377|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|22519|2815730|773773
763378|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|87178|2815731|773773
763379|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|15296|2815732|773773
763380|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|51552|2815733|773773
763381|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|10000|2815733|773773
763382|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|51784|2815734|773773
763383|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|5580|2815735|773773
763384|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|5940|2815736|773773
763385|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|50000|2815737|773773
763386|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|40500|2815737|773773
763387|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|6385|2815738|773773
763388|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|370652|2815739|773773
763389|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|285120|2815739|773773
763390|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|150879|2815740|773773
763391|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|86049|2815740|773773
763392|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|8716|2815741|773773
763393|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|106920|2815742|773773
763394|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|225706|2815743|773773
763395|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|11548|2815744|773773
763396|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|14874|2815745|773773
763397|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|5710|2815746|773773
763398|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|155000|2815747|773773
763399|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|76891|2815747|773773
763400|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|102535|2815748|773773
763401|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|78696|2815748|773773
763402|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|19179|2815749|773773
763403|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|8538|2815750|773773
763404|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|5850|2815751|773773
763405|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|15870|2815752|773773
763406|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|9642|2815753|773773
763407|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|12174|2815754|773773
763408|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|44163|2815755|773773
763409|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|39726|2815755|773773
763410|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|10215|2815756|773773
763411|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|73799|2815757|773773
763412|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|390484|2815758|773773
763413|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|7133|2815759|773773
763414|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|6400|2815760|773773
763415|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|8712|2815761|773773
763416|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|16880|2815762|773773
763417|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|215251|2815763|773773
763661|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-12-21|17791|2816286|777401
763419|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|270436|2815765|773773
763420|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|23883|2815766|773773
763421|1201|SAG-AFTRA MAGAZINE|2020-10-31|15000|2815767|773773
763422|1201|SAG-AFTRA MAGAZINE|2021-04-30|118450|2815767|773773
763423|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|12988|2815768|773773
763424|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|115398|2815769|773773
763425|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|71435|2815770|773773
763426|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|15083|2815771|773773
763427|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|245042|2815772|773773
763428|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|140000|2815772|773773
763429|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|6000|2815773|773773
763430|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|34628|2815774|773773
763431|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|50363|2815775|773773
763432|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|10605|2815776|773773
763433|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|53597|2815777|773773
763434|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|342652|2815778|773773
763435|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|198799|2815780|773773
763436|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|160469|2815781|773773
763437|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|160469|2815781|773773
763438|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|18421|2815782|773773
763439|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|42134|2815783|773773
763440|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|58560|2815784|773773
763441|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|5438|2815785|773773
763442|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|50000|2815786|773773
763443|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|10000|2815787|773773
763444|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|52371|2815788|773773
763445|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|56380|2815789|773773
763446|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|23134|2815790|773773
763447|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|35000|2815791|773773
763448|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|11325|2815792|773773
763449|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|19827|2815793|773773
763450|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|46237|2815794|773773
763451|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|12839|2815794|773773
763452|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|14980|2815795|773773
763453|1201|SAG AWARDS|2020-11-30|24900|2815796|773773
763454|1201|SAG AWARDS|2021-03-03|6200|2815796|773773
763455|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|15980|2815797|773773
763456|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|374881|2815798|773773
763457|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|46610|2815799|773773
763458|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|26164|2815799|773773
763459|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|6020|2815800|773773
763460|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|5000|2815800|773773
763461|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|5000|2815800|773773
763462|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|186817|2815801|773773
763463|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|124265|2815801|773773
763464|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|421277|2815802|773773
763465|1201|PRODUCER SECURITY DEPOSIT|2021-02-28|6040|2815803|773773
763466|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|26510|2815804|773773
763467|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|18089|2815805|773773
763468|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|334916|2815806|773773
763469|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|229946|2815806|773773
763470|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|65264|2815807|773773
763471|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|50000|2815807|773773
763472|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|323345|2815808|773773
763473|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|11845|2815809|773773
763474|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|48532|2815810|773773
763475|1201|PRODUCER SECURITY DEPOSIT|2020-06-30|5789|2815811|773773
763476|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|295526|2815812|773773
763477|1201|SAG AWARDS|2021-01-19|10050|2815813|773773
763478|1201|PRODUCER SECURITY DEPOSIT|2020-07-31|78062|2815814|773773
763479|1201|PRODUCER SECURITY DEPOSIT|2021-01-31|11300|2815815|773773
763480|1201|PRODUCER SECURITY DEPOSIT|2020-12-31|723968|2815816|773773
763481|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|83770|2815818|773773
763482|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|17491|2815818|773773
763483|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|29280|2815819|773773
763484|1201|PRODUCER SECURITY DEPOSIT|2020-08-31|11000|2815820|773773
763485|1201|PRODUCER SECURITY DEPOSIT|2020-05-31|11000|2815820|773773
763486|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|10000|2815820|773773
763487|1201|PRODUCER SECURITY DEPOSIT|2021-04-30|77496|2815821|773773
763488|1201|PRODUCER SECURITY DEPOSIT|2020-11-30|6098|2815822|773773
763489|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|200000|2815823|773773
763490|1201|PRODUCER SECURITY DEPOSIT|2020-10-31|52462|2815823|773773
763491|1201|PRODUCER SECURITY DEPOSIT|2020-09-30|24249|2815825|773773
763492|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|33885|2815826|773773
763493|1201|PRODUCER SECURITY DEPOSIT|2021-03-31|33885|2815826|773773
763520|1201|Insurance proceeds|2021-04-23|5599|2815854|773805
763525|1201|grant|2020-07-13|10000|2815922|773863
763526|1201|grant|2020-09-10|10000|2815922|773863
763527|1201|grant|2020-10-14|10000|2815922|773863
763528|1201|grant|2020-08-12|10000|2815922|773863
763529|1201|REIMBURSEMENT FOR POLITICAL SIF BOOTCAMP|2020-11-18|11612|2815989|773958
763530|1201|REIMBURSED EXPENSES|2020-11-16|7766|2815998|773960
763532|1201|DUES REBATE|2020-07-20|7584|2816041|774027
763533|1201|DUES REBATE|2020-08-21|8000|2816041|774027
763534|1201|DUES REBATE|2020-09-21|8072|2816041|774027
763535|1201|DUES REBATE|2020-10-22|7968|2816041|774027
763536|1201|DUES REBATE|2020-11-23|8220|2816041|774027
763537|1201|DUES REBATE|2020-12-22|7932|2816041|774027
763538|1201|DUES REBATE|2021-01-26|7720|2816041|774027
763539|1201|DUES REBATE|2021-02-22|8284|2816041|774027
763540|1201|DUES REBATE|2021-03-23|8880|2816041|774027
763541|1201|DUES REBATE|2021-04-26|8832|2816041|774027
763542|1201|DUES REBATE|2021-05-21|9436|2816041|774027
763543|1201|DUES REBATE|2021-06-23|9324|2816041|774027
763544|1201|Reimburse Shared Expenses|2020-06-05|9879|2816065|776379
763545|1201|Reimburse Shared Expenses|2020-07-10|9296|2816065|776379
763546|1201|Reimburse Shared Expenses|2020-07-30|9842|2816065|776379
763547|1201|Reimburse Shared Expenses|2020-08-21|9794|2816065|776379
763548|1201|Reimburse Shared Expenses|2020-09-24|10270|2816065|776379
763549|1201|Reimburse Shared Expenses|2020-10-01|10500|2816065|776379
763550|1201|Reimburse Shared Expenses|2020-11-19|11123|2816065|776379
763551|1201|Reimburse Shared Expenses|2020-12-21|11011|2816065|776379
763552|1201|Reimburse Shared Expenses|2021-01-19|9876|2816065|776379
763553|1201|Reimburse Shared Expenses|2021-02-16|9350|2816065|776379
763554|1201|Reimburse Shared Expenses|2021-03-12|9482|2816065|776379
763555|1201|Reimburse Shared Expenses|2021-04-16|9786|2816065|776379
763556|1201|Reimburse Shared Expenses|2021-05-10|9266|2816065|776379
763557|1201|Defray Expenses|2021-02-08|5017|2816066|776379
763558|1201|AIRLINE REFUNDS & INSURANCE DIVIDEND|2021-06-30|1371|2816082|776437
763559|1201|INCENTIVE PROGRAM NGIC|2020-07-24|10244|2816083|776437
763560|1201|INCENTIVE PROGRAM NGIC|2020-10-23|8886|2816083|776437
763561|1201|INCENTIVE PROGRAM NGIC|2021-01-25|8637|2816083|776437
763562|1201|INCENTIVE PROGRAM NGIC|2021-04-22|7535|2816083|776437
763563|1201|PAYROLL CONTINUITION LOAN|2021-04-01|136479|2816108|776454
763564|1201|EXPENSE REIMBURSEMENT |2021-01-26|30000|2816110|776454
763565|1201|ZONE 5 TRAINING FUND|2021-06-30|34548|2816112|776454
763566|1201|ZONE 175 BLDG AND TRAINING FUND|2021-05-31|37023|2816112|776454
763567|1201|ZONE 197 BLDG AND TRAINING FUND|2021-05-31|61768|2816112|776454
763568|1201|ZONE 7 BLDG AND TRAINING FUND|2021-05-31|24532|2816112|776454
763569|1201|ZONE 7 SICK AND DISTRESSED|2021-04-30|9117|2816112|776454
763570|1201|ZONE 5 BUILDING FUND|2021-06-30|34548|2816112|776454
763571|1201|VOIDED LOST CHECK 1625 FOR PER CAPITA|2021-06-30|23844|2816143|776509
763572|1201|Reimburse for Administrative Salaries and Benefits|2020-07-24|48850|2816162|776561
763573|1201|Reimburse for Administrative Salaries and Benefits|2021-02-04|49750|2816162|776561
763574|1201|Reimburse for Relocation Expenses|2021-04-06|6195|2816162|776561
763575|1201|Member PAC|2020-12-23|14981|2816172|776580
763576|1201|Member Pac|2021-06-18|17997|2816172|776580
763577|1201|Subsidy|2020-07-31|65150|2816173|776580
763578|1201|Subsidy|2021-02-28|65150|2816173|776580
763579|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-06-05|104000|2816183|777223
763580|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-06-05|250000|2816184|777223
763581|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-06-07|8333|2816184|777223
763582|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-07-01|150000|2816184|777223
763583|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-07-07|8333|2816184|777223
763584|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-08-07|8334|2816184|777223
763585|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-09-07|8333|2816184|777223
763586|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-10-07|8333|2816184|777223
763587|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-11-07|8334|2816184|777223
763588|1201|SUPPORT FOR POLITICAL ACTIVITIES|2020-12-07|8333|2816184|777223
763589|1201|SUPPORT FOR POLITICAL ACTIVITIES|2021-03-29|125000|2816184|777223
763590|1201|FUNDING FROM AFFLIATE FYE 2021|2021-05-31|71754|2816202|777268
763591|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-06-15|26281|2816203|777268
763592|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-07-16|26852|2816203|777268
763593|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-08-18|27509|2816203|777268
763594|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-09-23|27212|2816203|777268
763595|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-10-27|27112|2816203|777268
763596|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-11-03|27613|2816203|777268
763597|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-12-18|27394|2816203|777268
763598|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-12-21|27318|2816203|777268
763599|1201|REIMBURSE LOCAL FOR FPL WAGES|2021-02-25|31441|2816203|777268
763600|1201|REIMBURSE LOCAL FOR FPL WAGES|2021-02-25|27149|2816203|777268
763601|1201|REIMBURSE LOCAL FOR FPL WAGES|2021-03-23|31153|2816203|777268
763602|1201|REIMBURSE LOCAL FOR FPL WAGES|2021-04-14|31106|2816203|777268
763603|1201|REIMBURSE LOCAL FOR FPL WAGES|2021-05-18|31077|2816203|777268
763604|1201|FUNDING FROM AFFLIATE FYE 2021|2021-05-31|179739|2816207|777269
763605|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-06-15|20411|2816208|777269
763606|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-07-16|25297|2816208|777269
763607|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-08-18|25807|2816208|777269
763608|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-09-23|24249|2816208|777269
763609|1201|REIMBURSE LOCAL FOR FPL WAGES|2020-10-27|22593|2816208|777269
